"","avgScore10","avgFG10","avgTP10","avgFT10","avgRB10","avgASS10","avgTO10","avgSTL10","avgBL10","avgPF10","GP10"
"288",78.8,28.0333333333333,8.5,14.2333333333333,51.4666666666667,16.4,11.4666666666667,5.16666666666667,5.26666666666667,16.8333333333333,3
"293",81.46875,30.0625,6.71875,14.625,48.21875,19.375,15.09375,10,6.5625,14.625,3
"296",64.9411764705882,24.2352941176471,5.85294117647059,10.6176470588235,57.7647058823529,14.7352941176471,10.4705882352941,4.70588235294118,2.94117647058824,14.7352941176471,1
"297",73.6363636363636,26.7575757575758,5.87878787878788,14.2424242424242,50.4242424242424,14.3333333333333,13.2424242424242,8.09090909090909,3.75757575757576,19.9090909090909,4
"300",81.2424242424242,29.6666666666667,5.66666666666667,16.2424242424242,27.7878787878788,14.4848484848485,13.9090909090909,7.81818181818182,5.75757575757576,19.6969696969697,1
"301",71.2258064516129,23.6129032258065,6.2258064516129,17.7741935483871,26.6451612903226,12,12.3225806451613,6.64516129032258,3.35483870967742,18.4838709677419,2
"324",72.75,26.5625,6.71875,12.90625,45.65625,16.25,11.78125,7.625,3.5,20.21875,1
"329",73.5757575757576,27,6.87878787878788,12.6969696969697,47.2121212121212,16.9393939393939,10.2424242424242,4.51515151515152,3.48484848484848,16.1818181818182,1
"331",75.78125,27.09375,6.15625,15.4375,45,14.78125,13.15625,8.75,3.71875,19.34375,1
"335",77.5483870967742,26.0645161290323,6.12903225806452,19.2903225806452,52.4193548387097,13.1612903225806,13.6451612903226,5.80645161290323,5.09677419354839,19.4193548387097,1
"336",70.6176470588235,23.6176470588235,4.73529411764706,18.6470588235294,36.2352941176471,12.0588235294118,14.0588235294118,6.79411764705882,4.11764705882353,18.3529411764706,1
"337",82.5483870967742,27.6129032258065,7.70967741935484,19.6129032258065,53.5483870967742,13.8709677419355,13.8064516129032,7.7741935483871,3.90322580645161,22.3870967741935,2
"348",72.9655172413793,26.2068965517241,4.3448275862069,16.2068965517241,42.3793103448276,11.7931034482759,15.1724137931034,7.3448275862069,5.3448275862069,20.1034482758621,2
"349",79.7878787878788,27.8787878787879,5.18181818181818,18.8484848484848,47.2424242424242,14,12.7878787878788,7.27272727272727,3.93939393939394,21.6060606060606,3
"352",72.969696969697,25.2727272727273,6.93939393939394,15.4848484848485,56.8484848484849,15.6969696969697,11.7272727272727,5.60606060606061,4,18.3333333333333,5
"357",62.5666666666667,22.6333333333333,4,13.3,41.9333333333333,10.8,12.2,8.73333333333333,3.76666666666667,18.9666666666667,1
"358",67.4838709677419,23.6129032258065,7.64516129032258,12.6129032258065,33.6451612903226,12.7741935483871,8.87096774193548,5.61290322580645,3.61290322580645,16.3548387096774,2
"359",69.030303030303,23.5454545454545,5.81818181818182,16.1212121212121,48.969696969697,13.5151515151515,11.969696969697,7.06060606060606,2.09090909090909,17.8787878787879,1
"362",80.03125,27.59375,6.96875,17.875,52.59375,14.3125,13.21875,6.78125,3.8125,18.78125,3
