"","Team","avgScore03","avgScore04","avgScore05","avgScore06","avgScore07","avgScore08","avgScore09","avgScore10","avgScore11","avgScore12","avgScore13","avgScore14","avgScore15","avgScore16","avgFG03","avgFG04","avgFG05","avgFG06","avgFG07","avgFG08","avgFG09","avgFG10","avgFG11","avgFG12","avgFG13","avgFG14","avgFG15","avgFG16","avgTP03","avgTP04","avgTP05","avgTP06","avgTP07","avgTP08","avgTP09","avgTP10","avgTP11","avgTP12","avgTP13","avgTP14","avgTP15","avgTP16","avgFT03","avgFT04","avgFT05","avgFT06","avgFT07","avgFT08","avgFT09","avgFT10","avgFT11","avgFT12","avgFT13","avgFT14","avgFT15","avgFT16","avgRB03","avgRB04","avgRB05","avgRB06","avgRB07","avgRB08","avgRB09","avgRB10","avgRB11","avgRB12","avgRB13","avgRB14","avgRB15","avgRB16","avgASS03","avgASS04","avgASS05","avgASS06","avgASS07","avgASS08","avgASS09","avgASS10","avgASS11","avgASS12","avgASS13","avgASS14","avgASS15","avgASS16","avgTO03","avgTO04","avgTO05","avgTO06","avgTO07","avgTO08","avgTO09","avgTO10","avgTO11","avgTO12","avgTO13","avgTO14","avgTO15","avgTO16","avgSTL03","avgSTL04","avgSTL05","avgSTL06","avgSTL07","avgSTL08","avgSTL09","avgSTL10","avgSTL11","avgSTL12","avgSTL13","avgSTL14","avgSTL15","avgSTL16","avgBL03","avgBL04","avgBL05","avgBL06","avgBL07","avgBL08","avgBL09","avgBL10","avgBL11","avgBL12","avgBL13","avgBL14","avgBL15","avgBL16","avgPF03","avgPF04","avgPF05","avgPF06","avgPF07","avgPF08","avgPF09","avgPF10","avgPF11","avgPF12","avgPF13","avgPF14","avgPF15","avgPF16"
"58","Col Charleston",73.3448275862069,73.6428571428571,72.0714285714286,71.5,69.3939393939394,72.4545454545455,76.9411764705882,74.40625,76.1176470588235,70.6774193548387,65.7878787878788,62.8387096774194,58.6060606060606,64.6333333333333,25.3103448275862,25.4285714285714,25.75,25.7307692307692,25.2121212121212,26.7272727272727,27.9705882352941,27.75,28.2941176470588,24.3225806451613,23.1212121212121,22.0322580645161,20.7878787878788,23.0333333333333,9.06896551724138,8.17857142857143,6.32142857142857,5.38461538461539,7.51515151515152,7.93939393939394,8.20588235294118,9.375,8.08823529411765,7.90322580645161,5.87878787878788,6.58064516129032,5.96969696969697,6.46666666666667,13.6551724137931,14.6071428571429,14.25,14.6538461538462,11.4545454545455,11.0606060606061,12.7941176470588,9.53125,11.4411764705882,14.1290322580645,13.6666666666667,12.1935483870968,11.0606060606061,12.1,45.5172413793103,42.7142857142857,42.5,42.1538461538462,44.4545454545455,33.7878787878788,27.5,47.625,38.0882352941176,38.7096774193548,43.030303030303,30.6774193548387,12.7878787878788,33.7,14.448275862069,14.25,14.8214285714286,12.8846153846154,14,12.5757575757576,13.5294117647059,12.59375,13.5588235294118,11.9354838709677,11.3030303030303,10,9.60606060606061,11.4,14.0689655172414,14.5357142857143,13.5357142857143,16.0769230769231,14.969696969697,14.030303030303,12.6764705882353,11.21875,12,13.258064516129,13.1818181818182,12.8387096774194,12.030303030303,12.7666666666667,7.3448275862069,7.67857142857143,8.89285714285714,7.57692307692308,6.36363636363636,5.81818181818182,6.91176470588235,5.75,6,7.38709677419355,4.45454545454545,4.64516129032258,5.51515151515152,7.1,4.37931034482759,4.42857142857143,3.21428571428571,2.46153846153846,3.84848484848485,3.84848484848485,4.29411764705882,4.9375,4.17647058823529,3.70967741935484,4.24242424242424,4.16129032258065,2.90909090909091,2.33333333333333,18.9310344827586,18.9642857142857,18.9642857142857,18.5,15.6363636363636,15.0606060606061,16.0882352941176,16.9375,15.1176470588235,16.0322580645161,14.6363636363636,18.6451612903226,20.5757575757576,20.2333333333333
"59","Colgate",65.8846153846154,65.962962962963,64.5,57.7857142857143,56.0714285714286,65.46875,56.7,67.4137931034483,64.9,63.1,63.53125,69.3,65.28125,69.0689655172414,24.4615384615385,23.1481481481481,23.5384615384615,20.3928571428571,19.1071428571429,22.9375,19.6666666666667,23.8965517241379,22.7666666666667,22,22.96875,25.2,24.09375,24.6206896551724,6.57692307692308,6.44444444444444,6.69230769230769,6.14285714285714,5.07142857142857,5.90625,4.93333333333333,6.62068965517241,5.46666666666667,6.6,6.875,8.36666666666667,7.59375,8.6551724137931,10.3846153846154,13.2222222222222,10.7307692307692,10.8571428571429,12.7857142857143,13.6875,12.4333333333333,13,13.9,12.5,10.71875,10.5333333333333,9.5,11.1724137931034,25.0769230769231,24.037037037037,21.1538461538462,10.6785714285714,20.3928571428571,32.5,14.8,15.551724137931,15.7333333333333,14,18.125,23.3,24.25,24.6206896551724,13.9615384615385,12.7777777777778,12.5,10.5,9.32142857142857,11.375,10.3333333333333,13.2413793103448,12.6333333333333,12.1,12.875,13.9,13.1875,13,14.3076923076923,13.5925925925926,14.6538461538462,16.1428571428571,15.3214285714286,16.21875,14.7,14.9655172413793,15.8333333333333,14.6333333333333,13.1875,11.5333333333333,11.5625,12.2413793103448,6.88461538461539,6.37037037037037,5.42307692307692,5.82142857142857,5.85714285714286,6.5625,4.5,6.24137931034483,5.76666666666667,3.7,4.625,4.56666666666667,4.9375,6.06896551724138,1.69230769230769,1.51851851851852,2.69230769230769,2.71428571428571,2.42857142857143,3.8125,3.3,2.03448275862069,2.96666666666667,2.26666666666667,2.84375,2.23333333333333,2.65625,2.20689655172414,19.1538461538462,17.8518518518519,17.8076923076923,18.8928571428571,17.75,17.5625,16.9333333333333,18.6206896551724,20.5666666666667,19.0666666666667,17.53125,17.1666666666667,17.125,19.448275862069
"60","Colorado",75.5161290322581,74.1111111111111,71.2068965517241,77.3793103448276,69.1481481481482,61.9032258064516,62.8666666666667,74.3448275862069,79.2121212121212,66.28125,68.15625,70.8529411764706,68.53125,75.4375,27.1935483870968,25.7407407407407,25.551724137931,28,24.5185185185185,22.0967741935484,21.7333333333333,24.8620689655172,27.5454545454545,22.71875,23.6875,23.5,23.59375,25.15625,4.96774193548387,6.7037037037037,7.3448275862069,8.13793103448276,5.7037037037037,5.90322580645161,5.63333333333333,6.62068965517241,6.12121212121212,5.5625,5.40625,5.20588235294118,5.28125,7.53125,16.1612903225806,15.9259259259259,12.7586206896552,13.2413793103448,14.4074074074074,11.8064516129032,13.7666666666667,18,18,15.28125,15.375,18.6470588235294,16.0625,17.59375,40.5806451612903,31.3333333333333,22.2758620689655,23.6896551724138,12.7407407407407,11.6129032258065,2.66666666666667,24.3103448275862,38.969696969697,43.625,45.46875,45.0294117647059,25.40625,31.6875,13.3870967741935,13.8518518518519,13.6896551724138,16.7241379310345,13.2962962962963,13.1612903225806,11.6,14.1379310344828,13.5151515151515,11.375,10.03125,11.5294117647059,11.46875,13.46875,14,14.8888888888889,13.8965517241379,14.0344827586207,17.4814814814815,13.3870967741935,14.2666666666667,13.3793103448276,11.9090909090909,12.5625,13.25,13.2058823529412,13.25,13.46875,6.12903225806452,5.81481481481481,6.06896551724138,8.51724137931035,6.85185185185185,6.25806451612903,6.1,8.06896551724138,6.75757575757576,5.875,7.03125,6.02941176470588,5.75,5.1875,6.64516129032258,5.96296296296296,5.27586206896552,5.75862068965517,4.33333333333333,4.32258064516129,1.66666666666667,2.31034482758621,2.90909090909091,3.25,3.125,3.38235294117647,4,5.03125,17.7096774193548,17.8148148148148,19.1379310344828,19.3103448275862,21.1851851851852,17.4838709677419,18.6666666666667,21.4827586206897,18.9393939393939,17.09375,15.78125,16.5882352941176,18.21875,18.71875
"61","Colorado St",74,69.7142857142857,69.2307692307692,72.5862068965517,72.4285714285714,62.4333333333333,68.8666666666667,66.0333333333333,70.8333333333333,71.0322580645161,72.258064516129,71.3,71.5625,78.9375,26.4,23.3928571428571,23.7692307692308,25.2758620689655,25.3214285714286,22.7333333333333,23.6666666666667,21.6333333333333,24.8,24.1290322580645,24.9354838709677,23.3666666666667,24.34375,25.5,4.2,4.64285714285714,4.84615384615385,5.75862068965517,5.5,5.93333333333333,6.16666666666667,5.43333333333333,5.83333333333333,6,5.12903225806452,5.16666666666667,7.15625,9.5,17,18.2857142857143,16.8461538461538,16.2758620689655,16.2857142857143,11.0333333333333,15.3666666666667,17.3333333333333,15.4,16.7741935483871,17.258064516129,19.4,15.71875,18.4375,29.5333333333333,21.8214285714286,21.8076923076923,26.8275862068966,26.7857142857143,9.63333333333333,13.1,29.2333333333333,31.4,36.0645161290323,40.8709677419355,23.7666666666667,7.5,27.34375,15.5,13.3214285714286,15.2307692307692,15.0344827586207,13.5357142857143,11.4,10.9333333333333,10.4666666666667,13.1333333333333,12.3225806451613,12.8387096774194,12.0666666666667,14.53125,13.09375,16.1333333333333,17.1428571428571,16.0384615384615,17.2758620689655,17.5357142857143,13.5,13.5,14.9666666666667,13.7333333333333,12.4516129032258,10.7096774193548,9.23333333333333,10.59375,11.65625,5.33333333333333,5.89285714285714,5.69230769230769,6.89655172413793,7.07142857142857,4.33333333333333,5.83333333333333,6.83333333333333,7.2,5.35483870967742,4.64516129032258,4.9,5.53125,3.71875,4.23333333333333,4.89285714285714,5.34615384615385,6.44827586206897,4.53571428571429,3.1,2.4,2.43333333333333,2.5,1.90322580645161,1.80645161290323,3.2,3.34375,2.375,20.5666666666667,23.8928571428571,19.8846153846154,20.3793103448276,20.8571428571429,18.6666666666667,19.4333333333333,20.9,19.2333333333333,18.8387096774194,17.0645161290323,18.4666666666667,16.84375,19.625
"62","Columbia",49.6296296296296,67.1923076923077,64.2222222222222,63.3461538461538,65,62.0357142857143,60.3214285714286,60.2142857142857,71.037037037037,63.3214285714286,61.4230769230769,67.1,63.1111111111111,74.448275862069,16.9259259259259,23.1923076923077,21.8888888888889,22.1153846153846,22.7777777777778,21.3214285714286,21.5,21.0714285714286,25.0740740740741,22.1785714285714,21,21.3333333333333,22.2222222222222,24.8965517241379,5.03703703703704,7.84615384615385,7.2962962962963,5.84615384615385,7.14814814814815,6.75,4.92857142857143,4.82142857142857,5.59259259259259,6.46428571428571,6.5,7.6,8.44444444444444,9.31034482758621,10.7407407407407,12.9615384615385,13.1481481481481,13.2692307692308,12.2962962962963,12.6428571428571,12.3928571428571,13.25,15.2962962962963,12.5,12.9230769230769,16.8333333333333,10.2222222222222,15.3448275862069,4.96296296296296,17.2692307692308,11.2222222222222,14.8846153846154,31.8148148148148,16.6428571428571,16.75,13.8571428571429,31.6666666666667,25.1785714285714,23.0769230769231,12.8333333333333,25.2222222222222,41.6551724137931,9.7037037037037,15.4615384615385,13.6666666666667,12.2692307692308,13.2222222222222,13.1785714285714,11.5714285714286,9.96428571428571,11.5555555555556,11.8928571428571,11.6153846153846,11.6666666666667,11.6296296296296,14.0344827586207,17.0740740740741,18.7692307692308,17.5555555555556,16.6538461538462,14.7037037037037,13.8571428571429,14.0714285714286,14.3214285714286,12.5925925925926,12.4642857142857,10.8461538461538,12.2,11.7037037037037,10.5862068965517,5.18518518518519,7.26923076923077,6.59259259259259,4.92307692307692,5.37037037037037,4.39285714285714,6.60714285714286,7.42857142857143,6.44444444444444,5.85714285714286,5.96153846153846,5.03333333333333,4.62962962962963,6.27586206896552,3.44444444444444,1.26923076923077,3.2962962962963,1.84615384615385,1.44444444444444,1.53571428571429,1.92857142857143,1.85714285714286,2.88888888888889,2.28571428571429,2.53846153846154,2.76666666666667,3.55555555555556,3.17241379310345,18.2592592592593,23.3461538461538,21.6666666666667,20.6538461538462,19.6666666666667,20.5357142857143,18.75,19.7142857142857,19.3333333333333,17.1785714285714,19.2692307692308,19,17.962962962963,19.0689655172414
"63","Connecticut",80.0333333333333,79.0909090909091,78.6206896551724,81.3333333333333,70.3548387096774,77.71875,77.3225806451613,70.5625,73.4,68.8484848484848,69.8666666666667,71.8529411764706,64.1764705882353,73.4117647058823,29.5333333333333,30.1212121212121,27.9655172413793,29.0666666666667,24.5161290322581,26.34375,27.3870967741935,24.84375,26,25.3636363636364,24.2333333333333,24.3823529411765,22.7647058823529,26.4705882352941,6.06666666666667,6.39393939393939,5.13793103448276,5.3,4.74193548387097,5.15625,4.74193548387097,3.71875,5.82857142857143,5.39393939393939,6.36666666666667,7.11764705882353,6.47058823529412,7.02941176470588,14.9,12.4545454545455,17.551724137931,17.9,16.5806451612903,19.875,17.8064516129032,17.15625,15.5714285714286,12.7272727272727,15.0333333333333,15.9705882352941,12.1764705882353,13.4411764705882,41.9666666666667,60.030303030303,58.9310344827586,45.8666666666667,26.4516129032258,54.28125,50.3870967741936,36.1875,41.3142857142857,33.8787878787879,29.3,35.7352941176471,30.2352941176471,45.9117647058824,15.6333333333333,18.2424242424242,17.4137931034483,15.9333333333333,12.9677419354839,14.8125,15.3870967741935,13.84375,13.1142857142857,13.6060606060606,13.6666666666667,12.5882352941176,11.8235294117647,13.8529411764706,15.8,13.7878787878788,15.2068965517241,14.2,15,13.59375,12.6774193548387,15.03125,11.7428571428571,12.5454545454545,12.2333333333333,11.6764705882353,11.5294117647059,11.1176470588235,5.93333333333333,6.15151515151515,6.17241379310345,6.63333333333333,7.7741935483871,5.75,5.80645161290323,6.6875,6.62857142857143,5.81818181818182,7.46666666666667,6.97058823529412,4.64705882352941,5.70588235294118,7.73333333333333,8.72727272727273,9.13793103448276,9.33333333333333,8.58064516129032,8.78125,8,7.75,5.62857142857143,6.90909090909091,4.53333333333333,6.20588235294118,5.23529411764706,5.02941176470588,18.4,16.0606060606061,15.8275862068966,15.4,17.4193548387097,15.21875,12.9032258064516,15.8125,16.0285714285714,14.3939393939394,16.2,18.2647058823529,16.5,18
"64","Coppin St",58.0357142857143,61.53125,60.8620689655172,63.9666666666667,61.625,59.1470588235294,62.8709677419355,60.0740740740741,72.1481481481482,74.1851851851852,62.4838709677419,68.8709677419355,70.5333333333333,71.3103448275862,21.0714285714286,21,20.7586206896552,22.2333333333333,21.75,20.5882352941176,22.4838709677419,21.4814814814815,25.3333333333333,25.3703703703704,21.1290322580645,22.258064516129,24.1333333333333,23.6206896551724,4.42857142857143,6.5,3.55172413793103,5.76666666666667,5.15625,4.08823529411765,5.64516129032258,5.11111111111111,7.81481481481481,9.74074074074074,7.48387096774194,7.41935483870968,9.33333333333333,7.79310344827586,11.4642857142857,13.03125,15.7931034482759,13.7333333333333,12.96875,13.8823529411765,12.258064516129,12,13.6666666666667,13.7037037037037,12.741935483871,16.9354838709677,12.9333333333333,16.2758620689655,11.2857142857143,24.0625,33.6551724137931,29.3666666666667,20.4375,29.4411764705882,26.2258064516129,13.3333333333333,34.4444444444444,29.1111111111111,17.6451612903226,21.4516129032258,17.5666666666667,19.7931034482759,9.21428571428571,11.125,9.58620689655172,9.76666666666667,9.5,9.41176470588235,9.61290322580645,10.037037037037,11.3333333333333,14.8888888888889,10,11.4838709677419,12.5333333333333,11.2413793103448,14.8571428571429,15.03125,14.7931034482759,13.0333333333333,13.78125,14.6176470588235,12.5806451612903,13.962962962963,13.3333333333333,13.1111111111111,14.6451612903226,11.741935483871,13.5333333333333,13.0344827586207,7.32142857142857,6.34375,8.51724137931035,8,6.46875,7.02941176470588,7.96774193548387,6.03703703703704,7.03703703703704,5.40740740740741,7.70967741935484,5.70967741935484,6.63333333333333,5.44827586206897,2.07142857142857,3.28125,3.27586206896552,1.76666666666667,2.09375,2.05882352941176,1.45161290322581,2.18518518518519,2.22222222222222,1.85185185185185,1.74193548387097,2.16129032258065,3.3,2.96551724137931,15.7142857142857,17.71875,19.0689655172414,18.3666666666667,19.09375,18.7941176470588,16.2258064516129,18.5185185185185,18.0740740740741,16.7407407407407,17.7741935483871,16.9032258064516,20.5333333333333,21.5862068965517
"65","Cornell",59.9230769230769,70.5769230769231,64,62.3703703703704,65.7777777777778,76.6153846153846,73.2068965517241,75.1724137931034,68.0714285714286,65,64.5666666666667,63.6296296296296,60.7241379310345,70.962962962963,21.3461538461538,24.4230769230769,22.6538461538462,21.5555555555556,22.7037037037037,27.1153846153846,26.1724137931034,26.7586206896552,23.5,22.5185185185185,23.0333333333333,23.037037037037,19.9655172413793,25,6.23076923076923,6.65384615384615,6.92307692307692,7.14814814814815,7,7.92307692307692,7.48275862068965,9.79310344827586,8.96428571428571,7.66666666666667,6.5,6.88888888888889,5.75862068965517,8.33333333333333,11,15.0769230769231,11.7692307692308,12.1111111111111,13.3703703703704,14.4615384615385,13.3793103448276,11.8620689655172,12.1071428571429,12.2962962962963,12,10.6666666666667,15.0344827586207,12.6296296296296,18.6923076923077,27.2307692307692,22.8076923076923,28.7407407407407,33.1111111111111,35.9615384615385,39.3793103448276,31.6206896551724,19.7142857142857,26.7777777777778,17.2,2.74074074074074,19.7931034482759,20.8888888888889,12.9230769230769,12.7307692307692,12.9230769230769,12.5185185185185,12.962962962963,14.8846153846154,15.4137931034483,16.2413793103448,14.5,13.2222222222222,11.2666666666667,10.4444444444444,9.82758620689655,10.6296296296296,15.4615384615385,14.7692307692308,14.1923076923077,14.0740740740741,14.8148148148148,13.9230769230769,13.0689655172414,12.2413793103448,12.0714285714286,13.4444444444444,13.0333333333333,12.037037037037,12.2413793103448,13.1111111111111,7.30769230769231,8.61538461538461,6.80769230769231,6.88888888888889,5.7037037037037,5.92307692307692,6.75862068965517,7.13793103448276,6.64285714285714,7.77777777777778,6.6,4.18518518518519,5.89655172413793,7.55555555555556,2.11538461538462,3.19230769230769,3,2.55555555555556,3,2.88461538461538,3.93103448275862,3.62068965517241,2.5,2.88888888888889,3.5,2.7037037037037,4.72413793103448,3.66666666666667,18.3461538461538,18.5769230769231,17.2307692307692,18.2222222222222,17.3703703703704,18.4230769230769,18.1379310344828,18.2413793103448,20.6428571428571,20,17.9333333333333,20.7407407407407,19.2758620689655,20.3333333333333
"66","Creighton",79.2424242424242,68.3571428571429,71.5151515151515,66.3928571428571,67.15625,72,73.6060606060606,69.3870967741936,66.7878787878788,80.030303030303,75.3823529411765,79.5454545454545,67.3030303030303,79.5625,28.6969696969697,23.8928571428571,24.3030303030303,22.1428571428571,22.1875,25,24.5454545454545,23.741935483871,23.3636363636364,28.030303030303,26.6764705882353,27.4848484848485,22.6060606060606,27.875,7.96969696969697,5.92857142857143,8.63636363636364,7.03571428571429,6.3125,8.32258064516129,7.96969696969697,7.25806451612903,7,8.18181818181818,8.76470588235294,10.3636363636364,7.93939393939394,8.1875,13.8787878787879,14.6428571428571,14.2727272727273,15.0714285714286,16.46875,13.6774193548387,16.5454545454545,14.6451612903226,13.0606060606061,15.7878787878788,13.2647058823529,14.2121212121212,14.1515151515152,15.625,57.1515151515151,40,32.6969696969697,45,38.125,31.7741935483871,38,31.9677419354839,32.2121212121212,50.4545454545455,44.2941176470588,35.7575757575758,19.3333333333333,21.03125,16.8181818181818,13.6785714285714,14.2727272727273,13.1071428571429,13.40625,14.7741935483871,13.969696969697,13.6129032258065,13.8787878787879,17.9090909090909,17.1764705882353,17.7272727272727,13.6060606060606,15.34375,13.3636363636364,13.7857142857143,11.969696969697,13.3571428571429,12.84375,14.0322580645161,12.3333333333333,12.3870967741935,11.9393939393939,12.2727272727273,12.2647058823529,9.93939393939394,11.8484848484848,11.5,8.39393939393939,6.64285714285714,6.84848484848485,8.21428571428571,6.25,7.51612903225806,8.21212121212121,5.12903225806452,4.15151515151515,4.78787878787879,5,4.09090909090909,4.45454545454545,6.09375,4.45454545454545,3.85714285714286,3.27272727272727,3.21428571428571,2.5625,3.61290322580645,4,3.09677419354839,3,2.3030303030303,2.58823529411765,1.39393939393939,2.33333333333333,3.125,17.2727272727273,17.5,17.6363636363636,17.0357142857143,16.6875,18.5161290322581,19,18.6451612903226,15.2727272727273,17.0606060606061,16.2058823529412,17.6363636363636,17.9090909090909,19.03125
"67","CS Bakersfield",NA,NA,NA,NA,NA,66.5172413793103,64.6551724137931,65.7586206896552,68.1071428571429,68.1724137931034,65.3461538461538,68.3225806451613,61.3,71.7586206896552,NA,NA,NA,NA,NA,23.6896551724138,22.2758620689655,21.9310344827586,23.4642857142857,24.6206896551724,22.6153846153846,23.5161290322581,20.9666666666667,25.8965517241379,NA,NA,NA,NA,NA,6.58620689655172,6.37931034482759,5.03448275862069,6.46428571428571,6.24137931034483,6.57692307692308,6.80645161290323,5.33333333333333,5.41379310344828,NA,NA,NA,NA,NA,12.551724137931,13.7241379310345,16.8620689655172,14.7142857142857,12.6896551724138,13.5384615384615,14.4838709677419,14.0333333333333,14.551724137931,NA,NA,NA,NA,NA,19.4137931034483,13.1724137931034,16.9310344827586,11.1785714285714,25.3448275862069,19.3846153846154,24.4193548387097,22,48.5172413793103,NA,NA,NA,NA,NA,11.7586206896552,10.5862068965517,9.06896551724138,11.75,14.0689655172414,11.5769230769231,11.741935483871,12.2666666666667,14.9655172413793,NA,NA,NA,NA,NA,13.6551724137931,13.1724137931034,15.1034482758621,13.6428571428571,14.8620689655172,14.0384615384615,13.9354838709677,12.4333333333333,12.4137931034483,NA,NA,NA,NA,NA,6.03448275862069,5.44827586206897,6.24137931034483,7.28571428571429,7.62068965517241,6.76923076923077,6.45161290322581,5.43333333333333,7.72413793103448,NA,NA,NA,NA,NA,1.82758620689655,2.27586206896552,2.86206896551724,3.17857142857143,3.37931034482759,1.69230769230769,3.51612903225806,1.9,5.06896551724138,NA,NA,NA,NA,NA,16.4137931034483,18.3448275862069,18.7241379310345,19.1071428571429,19.8275862068966,21.1538461538462,22.1935483870968,20.8,21.4827586206897
"68","CS Fullerton",62.9310344827586,70.3703703703704,74.0714285714286,78.4285714285714,80.5714285714286,82.4838709677419,72.2258064516129,72.8620689655172,71.0666666666667,76.2142857142857,75.2666666666667,67.4838709677419,63.5172413793103,69.3214285714286,22.7586206896552,24.5185185185185,28.4285714285714,28.75,29.6071428571429,29.741935483871,25.2903225806452,24.5862068965517,24.1666666666667,26.1071428571429,25.9,23.6774193548387,22.2068965517241,22.8928571428571,4.75862068965517,6.96296296296296,7.89285714285714,7.71428571428571,8.28571428571429,8.61290322580645,8.03225806451613,6.62068965517241,6.36666666666667,8.57142857142857,8.23333333333333,6.16129032258065,5.37931034482759,6.46428571428571,12.6551724137931,14.3703703703704,9.32142857142857,13.2142857142857,13.0714285714286,14.3870967741935,13.6129032258065,17.0689655172414,16.3666666666667,15.4285714285714,15.2333333333333,13.9677419354839,13.7241379310345,17.0714285714286,11.9655172413793,25.1111111111111,43.6785714285714,36.1785714285714,36,39.8387096774194,31.5161290322581,34.0689655172414,16.8,29.5714285714286,18.7333333333333,23.1290322580645,15.1034482758621,14.5357142857143,11.6896551724138,14.2592592592593,14.8571428571429,14.9642857142857,17,15.4193548387097,12.8387096774194,13,12.4333333333333,14.6785714285714,14.3666666666667,11.0645161290323,9.82758620689655,9.82142857142857,13.2413793103448,15.8518518518519,13.3571428571429,15.0714285714286,15.4642857142857,13.4193548387097,13.1290322580645,14.9655172413793,14.3333333333333,15.2142857142857,12.6333333333333,11.9354838709677,12.7931034482759,13.3571428571429,5.93103448275862,6.59259259259259,6.75,6.96428571428571,6.60714285714286,8.83870967741935,6.61290322580645,5.37931034482759,5.23333333333333,5.32142857142857,7.76666666666667,4.67741935483871,5,4.89285714285714,1.51724137931034,1.77777777777778,1.78571428571429,2.10714285714286,2.21428571428571,1.45161290322581,3.54838709677419,3.03448275862069,1.46666666666667,2.82142857142857,1.6,1.87096774193548,2.10344827586207,1.39285714285714,18,20.8888888888889,18.8571428571429,18.8571428571429,19.8571428571429,18.8709677419355,18.3870967741935,20.0344827586207,20.8,19.4285714285714,18.9,19.4838709677419,18.7241379310345,20.9642857142857
"69","CS Northridge",69.8571428571429,67.4827586206897,71.6666666666667,69.2222222222222,72.6896551724138,77.448275862069,73.7586206896552,71.3125,68.2666666666667,65.9230769230769,73.1034482758621,75.9393939393939,64.1612903225806,71.1428571428571,24.3214285714286,23.2413793103448,24.9,23.3703703703704,25.7241379310345,28.0344827586207,26.4827586206897,23.46875,22.6666666666667,21.9230769230769,25.4827586206897,25.0909090909091,22.1612903225806,24.7142857142857,6.07142857142857,5.68965517241379,5.56666666666667,5.48148148148148,5.3448275862069,7.6551724137931,7.03448275862069,4.875,5.63333333333333,5.92307692307692,5.17241379310345,4.27272727272727,3.29032258064516,4.32142857142857,15.1428571428571,15.3103448275862,16.3,17,15.8965517241379,13.7241379310345,13.7586206896552,19.5,17.3,16.1538461538462,16.9655172413793,21.4848484848485,16.5483870967742,17.3928571428571,30.5357142857143,26.8620689655172,33.5333333333333,18.5925925925926,24.6206896551724,42.448275862069,35.4827586206897,25.625,26.3,5.11538461538461,16,25.6969696969697,13.9032258064516,20.2142857142857,12.75,12.3103448275862,13.8,13.2962962962963,13.7586206896552,15.0344827586207,14.1034482758621,11.1875,11.9666666666667,12.3461538461538,14.5172413793103,13.1818181818182,13.4193548387097,13.8928571428571,17.1071428571429,16.448275862069,16.2,17.7407407407407,18.6551724137931,16.1379310344828,17.5862068965517,17.4375,15.6333333333333,13.8076923076923,13.5172413793103,12.8787878787879,12.9354838709677,14.1428571428571,8.53571428571429,9.79310344827586,10.8666666666667,7.51851851851852,8.27586206896552,9,8.82758620689655,7.46875,6.2,5.92307692307692,8.27586206896552,6.72727272727273,5.38709677419355,6.67857142857143,2,2.20689655172414,2.53333333333333,2.92592592592593,2.44827586206897,3.13793103448276,2.62068965517241,3.09375,3.33333333333333,2.38461538461538,2.79310344827586,2.57575757575758,3.54838709677419,3.21428571428571,22.7857142857143,21.1034482758621,21.1,20.4814814814815,24.8965517241379,22.7586206896552,21.9655172413793,23.125,23.1,22.1923076923077,19.8620689655172,20.5757575757576,18.258064516129,20.6785714285714
"70","CS Sacramento",65.4285714285714,70.1538461538462,68.2692307692308,75.3214285714286,73.7777777777778,62.6538461538462,56.9655172413793,63.25,60.7692307692308,66.8846153846154,63.0740740740741,68.2857142857143,69.8275862068966,70.2068965517241,22.8571428571429,23.5384615384615,22.6923076923077,26.3928571428571,26.5185185185185,22.7307692307692,19.7931034482759,21.6785714285714,20.8076923076923,23.8076923076923,21.5925925925926,24.1785714285714,24.9310344827586,25.0689655172414,5.75,8.03846153846154,6.84615384615385,7.25,6.37037037037037,5.80769230769231,5.27586206896552,5.75,5.42307692307692,5.65384615384615,5.44444444444444,6.10714285714286,6.24137931034483,6.62068965517241,13.9642857142857,15.0384615384615,16.0384615384615,15.2857142857143,14.3703703703704,11.3846153846154,12.1034482758621,14.1428571428571,13.7307692307692,13.6153846153846,14.4444444444444,13.8214285714286,13.7241379310345,13.448275862069,23.5357142857143,29.3461538461538,27.3461538461538,18.4285714285714,17.962962962963,6.07692307692308,4.55172413793103,15.5714285714286,13.6153846153846,16.5769230769231,23.1851851851852,10.2857142857143,36.5862068965517,18.3793103448276,12.9642857142857,13,11.3076923076923,11.9285714285714,12.7777777777778,11.4230769230769,10.2758620689655,12.2142857142857,11.9230769230769,13.9615384615385,12,12.8571428571429,13.9655172413793,13.4827586206897,16.3571428571429,14.4230769230769,14.9615384615385,12.0714285714286,14.2222222222222,14.6538461538462,14.4827586206897,14.1428571428571,14.6538461538462,13.6923076923077,11.2222222222222,11.3214285714286,10.6551724137931,11.6206896551724,8.39285714285714,8.15384615384615,9.65384615384615,9.35714285714286,10.8518518518519,8.65384615384615,4.44827586206897,7,5.84615384615385,4.61538461538461,5.07407407407407,5.21428571428571,7.06896551724138,5.62068965517241,2.92857142857143,2.69230769230769,3,3.60714285714286,3.11111111111111,2.61538461538462,1.58620689655172,2.85714285714286,3.38461538461538,2.07692307692308,2.37037037037037,1.28571428571429,2.31034482758621,3.86206896551724,21.3928571428571,22.5769230769231,23.2692307692308,22.75,22.5555555555556,19.9230769230769,18,18.8214285714286,18.4230769230769,19.1153846153846,15.8148148148148,20.8928571428571,17.0344827586207,20.6551724137931
